cue_file,target_x,is_valid,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructionsTxtx.started,instructionsTxtx.stopped,startExp.x,startExp.y,startExp.leftButton,startExp.midButton,startExp.rightButton,startExp.time,startExp.clicked_name,startExp.started,startExp.stopped,StartButton.started,StartButton.stopped,fixation.started,fixation.stopped,cue.started,cue.stopped,target.started,target.stopped,resp.x,resp.y,resp.leftButton,resp.midButton,resp.rightButton,resp.clicked_name,resp.started,resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,8.694240478798747,None,0.5180555555555556,0.10277777777777777,1,0,0,2.5240811239928007,StartButton,0.004311449825763702,None,,,,,,,,,,,,,,,,,,001,2021_Jan_19_1132,PosnerExp,2020.2.10,29.975427416139187,
images/arrow_right.png,0.5,valid,0,0,0,7,,,,,,,,,,,,8.694240478798747,None,15.400212994776666,15.901992098428309,16.100959176197648,16.300942664034665,16.300942664034665,None,0.5361111111111111,-0.07152777777777777,1,0,0,target,0.9175395350903273,None,,001,2021_Jan_19_1132,PosnerExp,2020.2.10,29.975427416139187,
images/arrow_right.png,0.5,valid,0,1,1,5,,,,,,,,,,,,,,16.984728157520294,17.503905719146132,17.668563364073634,17.856994405388832,17.856994405388832,None,0.45,0.022916666666666665,1,0,0,target,0.9084523729979992,None,,001,2021_Jan_19_1132,PosnerExp,2020.2.10,29.975427416139187,
